Timestamp,Name,Email,Date of birth,Age,Province,Gender,Year of Study ,Field of Study,How many hours per day do you use each platform? [Facebook],How many hours per day do you use each platform? [Instagram],How many hours per day do you use each platform? [Snapchat],How many hours per day do you use each platform? [Tiktok],How many hours per day do you use each platform? [X (Twitter)],How many hours per day do you use each platform? [Other],"On average, how many hours of sleep do you get per night?",What devices do you use to access social media,Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media helps me feel connected to others.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media makes me feel anxious or stressed.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media distracts me from academic work.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media improves my mood when I feel lonely.],Select any of the following reasons for using social media:
3/13/2026 10:00:00,Chloe Ali,,9/4/2004,21.0,B.C.,Female,2.0,Computer Science,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Laptop, Gaming console",Agree,Disagree,,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/19/2026 20:00:00,Mateo Lee,mateo.lee@hotmail.com,12/23/2004,21.0,B.C.,Male,1.0,chem,1.0,2.0,1.0,2.0,0.0,0.0,6.0,Smartphone,Agree,Neutral,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/2/2026 09:00:00,Leo Singh,leo.singh@trentu.ca,9/28/2002,23.0,BC,Female,2.0,Computer Science,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Neutral,Neutral,Neutral,
3/3/2026 18:00:00,Priya Ali,priya.ali@outlook.com,8/31/2001,24.0,British Columbia,Male,3.0,Engineering,1.0,2.0,,1.0,0.0,0.0,7.0,Laptop,Strong agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/16/2026 11:00:00,Kai White,kai.white@hotmail.com,10/14/2006,19.0,british columbia,Male,1.0,stats,1.0,2.0,1.0,2.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Smart TV",Strong agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/7/2026 14:00:00,Oscar Lee,,,20.0,,Male,1.0,Statistics,1.0,2.0,1.0,2.0,0.0,0.0,6.0,,Neutral,Neutral,Neutral,Agree,"Academic or professional networking, Staying informed about news/events"
3/14/2026 18:00:00,Emma Singh,emma.singh@hotmail.com,10/26/2005,20.0,ontario,Male,2.0,psycology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer, Tablet",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/8/2026 19:00:00,Elena Smith,elena.smith@concordia.ca,6/1/2009,16.0,B.C.,Non-binary,3.0,psychology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer",Strong agree,Strongly disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/4/2026 09:00:00,Oscar Ali,oscar.ali@proton.me,10/28/2005,20.0,ON,Male,2.0,econ,1.0,2.0,1.0,,0.0,0.0,8.0,"Smartphone, Laptop, Tablet",Neutral,Neutral,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking, Self-expression / creativity"
3/2/2026 10:00:00,Amir Jackson,amir.jackson@icloud.com,9/21/2005,20.0,ontario,Female,2.0,enginering,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Smart TV,Agree,Strongly disagree,Disagree,Neutral,"Entertainment / passing time, Staying informed about news/events"
3/1/2026 11:00:00,Olivia Anderson,olivia.anderson@gmail.com,7/6/2003,22.0,ON,Non-binary,4.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,7.0,Gaming console,Neutral,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
1/1/2026 09:17:00,Yuki Brown,yuki.brown@yahoo.com,10/4/2006,19.0,British Columbia,Female,3.0,engineering,1.0,2.0,1.0,2.0,0.0,0.0,6.0,Tablet,Strong agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/13/2026 15:00:00,Oscar Moore,oscar.moore@ualberta.ca,3/8/2007,19.0,Quebec,Male,3.0,Creative Writing,1.0,2.0,1.0,2.0,0.0,0.0,7.0,"Laptop, Tablet, Gaming console",Neutral,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Staying informed about news/events"
3/14/2026 13:00:00,Kai Clark,kai.clark@viu.ca,4/11/2009,16.0,british columbia,Male,2.0,Visual Art,1.0,2.0,1.0,3.0,0.0,0.0,5.0,"Smartphone, Laptop",Neutral,Agree,,Agree,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/12/2026 11:00:00,Arjun Hernandez,arjun.hernandez@outlook.com,8/18/2005,20.0,ON,Male,4.0,Biology,1.0,3.0,2.0,2.0,1.0,0.0,7.0,"Smartphone, Tablet",Neutral,Agree,Neutral,Disagree,"Staying in touch with friends / family, Entertainment / passing time"
3/11/2026 10:00:00,Priya Thomas,priya.thomas@icloud.com,6/23/2006,,B.C.,Female,2.0,chem,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer",Agree,Strongly disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/4/2026 11:00:00,Aisha Gonzalez,aisha.gonzalez@yahoo.com,6/26/2005,20.0,British Columbia,Female,1.0,engineering,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Tablet",Agree,Disagree,Neutral,Agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/14/2026 20:00:00,Noor Khan,noor.khan@yahoo.com,8/3/2007,18.0,B.C.,Female,4.0,Creative Writing,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Desktop computer, Gaming console",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/8/2026 10:00:00,Arjun Chen,arjun.chen@yorku.ca,11/26/2009,16.0,ON,Female,2.0,engineering,1.0,1.0,1.0,1.0,0.0,,7.0,"Smartphone, Laptop, Gaming console",Agree,Neutral,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/19/2026 18:00:00,Nina Brown,nina.brown@mun.ca,4/27/2006,19.0,British Columbia,Male,3.0,Engineering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/7/2026 12:00:00,Ava Patel,ava.patel@outlook.com,2/18/2006,20.0,ON,Female,3.0,CompSci,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Laptop,Neutral,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/2/2026 14:00:00,Jamal Lopez,jamal.lopez@proton.me,2/11/2005,21.0,Québec,Female,,Creative Writing,1.0,2.0,2.0,3.0,0.0,0.0,5.0,"Smartphone, Desktop computer, Gaming console",Agree,Agree,Agree,Neutral,Self-expression / creativity
3/10/2026 10:00:00,Priya Jackson,priya.jackson@gmail.com,9/24/2008,17.0,,Female,1.0,comp sci,1.0,2.0,1.0,2.0,0.0,0.0,6.0,Smartphone,Agree,Disagree,Neutral,Strong agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/7/2026 12:00:00,Olivia Anderson,olivia.anderson@unb.ca,8/3/2001,24.0,ON,Female,3.0,Psychology,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Tablet",Agree,Disagree,Disagree,Agree,
3/7/2026 08:00:00,Amir Harris,amir.harris@yorku.ca,1/27/2004,22.0,Alberta,Female,2.0,Visual Art,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Tablet,Strong agree,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
1/1/2026 12:24:00,Noor Patel,noor.patel@outlook.com,1/22/2005,21.0,QC,Female,4.0,Creative Writing,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet, Smart TV",Agree,Neutral,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 18:00:00,Ravi Ali,ravi.ali@proton.me,1/15/2005,21.0,Alberta,Male,1.0,Biolgy,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Tablet",Strong agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/13/2026 08:00:00,Mia Khan,mia.khan@utoronto.ca,3/16/2004,22.0,QC,Female,2.0,Engineering,1.0,1.0,,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events"
3/10/2026 20:00:00,Nina Martin,nina.martin@hotmail.com,8/20/2001,24.0,british columbia,Male,2.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Laptop,Agree,Disagree,Agree,Neutral,"Entertainment / passing time, Staying informed about news/events"
3/17/2026 18:00:00,Emma Clark,emma.clark@outlook.com,11/26/2009,16.0,AB,Male,3.0,,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Desktop computer",Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/1/2026 12:00:00,Diego Roy,diego.roy@icloud.com,10/9/2004,21.0,British Columbia,Female,3.0,econ,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Neutral,Disagree,Disagree,Disagree,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 16:00:00,Lucas Brown,lucas.brown@lakeheadu.ca,9/22/2002,23.0,ON,Male,3.0,,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Strong agree,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/1/2026 18:00:00,Hana Dubois,hana.dubois@icloud.com,3/5/2001,25.0,Quebec,Male,4.0,Visual Art,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Laptop, Desktop computer, Smart TV",Neutral,Disagree,Neutral,,"Academic or professional networking, Staying informed about news/events"
3/12/2026 16:00:00,Olivia Anderson,olivia.anderson@uregina.ca,8/11/2003,22.0,Nova Scotia,Male,2.0,comp sci,0.0,1.0,0.0,1.0,0.0,0.0,8.0,Smartphone,Neutral,Disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/1/2026 18:00:00,Olivia Nguyen,olivia.nguyen@brocku.ca,4/25/2006,19.0,B.C.,Female,2.0,CompSci,0.0,0.0,0.0,1.0,0.0,0.0,9.0,"Smartphone, Gaming console",Neutral,Strongly disagree,Disagree,Strong agree,"Staying in touch with friends / family, Academic or professional networking, Self-expression / creativity"
1/1/2026 12:34:00,Sofia Smith,sofia.smith@proton.me,,,BC,Female,2.0,Psychology,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer",Strong agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Staying informed about news/events"
3/19/2026 13:00:00,Ravi Clark,ravi.clark@outlook.com,6/15/2009,16.0,British Columbia,Male,4.0,Physics,1.0,3.0,2.0,2.0,1.0,0.0,5.0,Tablet,Agree,Agree,Neutral,Agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/2/2026 11:00:00,Arjun Lee,arjun.lee@mcgill.ca,1/3/2007,19.0,Nova Scotia,Female,2.0,Creative Writing,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet",Agree,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking"
3/9/2026 17:00:00,Mei Patel,mei.patel@yahoo.com,7/19/2004,21.0,ontario,Male,2.0,Statistics,0.0,1.0,,1.0,0.0,0.0,8.0,,Neutral,Disagree,Disagree,Agree,"Staying in touch with friends / family, Self-expression / creativity"
1/1/2026 12:38:00,Leo Garcia,leo.garcia@ucalgary.ca,3/27/2001,24.0,British Columbia,Male,1.0,engineering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,,Agree,Disagree,Strongly disagree,Neutral,"Entertainment / passing time, Academic or professional networking"
3/19/2026 12:00:00,Amir Khan,amir.khan@yahoo.com,3/18/2003,23.0,B.C.,Female,2.0,Biolgy,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Tablet, Smart TV",Agree,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 15:00:00,Ava Singh,ava.singh@outlook.com,2/16/2005,21.0,British Columbia,Female,1.0,engineering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Smart TV",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/8/2026 13:00:00,Mia Khan,mia.khan@umontreal.ca,3/24/2007,18.0,british columbia,Male,3.0,CompSci,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Gaming console,Agree,Disagree,Strongly disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/19/2026 15:00:00,Priya Jackson,priya.jackson@yahoo.com,4/14/2000,25.0,British Columbia,,3.0,Computer Science,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Laptop, Tablet, Smart TV",Neutral,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/17/2026 09:00:00,Sofia Garcia,sofia.garcia@icloud.com,9/6/2003,22.0,ON,Male,1.0,chem,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Tablet",Neutral,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/4/2026 10:00:00,Olivia Smith,olivia.smith@yahoo.com,5/7/2002,23.0,ontario,Male,1.0,comp sci,0.0,0.0,0.0,1.0,0.0,0.0,8.0,Laptop,Agree,Strongly disagree,Disagree,Agree,Entertainment / passing time
3/18/2026 08:00:00,Diego Anderson,diego.anderson@icloud.com,8/5/2000,25.0,british columbia,Non-binary,2.0,psychology,1.0,2.0,1.0,3.0,0.0,0.0,5.0,Smartphone,Agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/11/2026 19:00:00,Hana Lopez,hana.lopez@yahoo.com,7/11/2004,21.0,Ontario,Female,1.0,Economics,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer, Smart TV",Agree,Disagree,Neutral,Agree,"Entertainment / passing time, Self-expression / creativity"
3/19/2026 18:00:00,Kai Patel,kai.patel@proton.me,9/28/2005,20.0,BC,Female,3.0,psycology,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Laptop, Smart TV",Strong agree,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Self-expression / creativity"
3/13/2026 09:00:00,Nina Moore,nina.moore@proton.me,12/23/2006,19.0,BC,Female,2.0,chem,0.0,1.0,0.0,1.0,0.0,0.0,8.0,Desktop computer,Agree,Disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/10/2026 14:00:00,Noor Lee,noor.lee@viu.ca,1/31/2007,19.0,,Female,1.0,Economics,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Strong agree,Neutral,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/3/2026 15:00:00,Hana Taylor,hana.taylor@dal.ca,,,british columbia,Female,2.0,Creative Writing,0.0,1.0,1.0,1.0,0.0,0.0,8.0,Smartphone,Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/15/2026 15:00:00,Arjun Harris,arjun.harris@icloud.com,3/18/2000,26.0,British Columbia,Male,2.0,comp sci,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop",Neutral,,Strongly disagree,Agree,"Academic or professional networking, Self-expression / creativity"
3/15/2026 17:00:00,Ravi Ali,ravi.ali@yahoo.com,6/29/2002,23.0,british columbia,Male,2.0,chem,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Laptop, Desktop computer, Tablet",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/6/2026 19:00:00,Noah Nguyen,,9/29/2008,17.0,Ontario,Female,1.0,Biology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Gaming console",Agree,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Entertainment / passing time"
3/10/2026 16:00:00,Kai Roy,kai.roy@outlook.com,9/17/2002,23.0,ON,Male,2.0,Creative Writing,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Desktop computer,Agree,Strongly disagree,Disagree,Agree,Staying in touch with friends / family
3/15/2026 20:00:00,Yuki Gonzalez,yuki.gonzalez@hotmail.com,,21.0,Québec,Female,1.0,Psychology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Desktop computer",Neutral,Disagree,,Strong agree,Academic or professional networking
1/1/2026 12:56:00,Noah Chen,,5/28/2005,20.0,BC,Female,4.0,engineering,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time"
3/2/2026 16:00:00,Aisha Gonzalez,aisha.gonzalez@hotmail.com,3/12/2009,17.0,British Columbia,Male,1.0,biology,1.0,2.0,2.0,2.0,0.0,0.0,6.0,Smartphone,Agree,Disagree,Neutral,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/12/2026 13:00:00,Yuki Hernandez,yuki.hernandez@mun.ca,8/4/2001,24.0,BC,Female,2.0,Statistics,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop, Desktop computer, Tablet",Neutral,,Disagree,Agree,"Staying in touch with friends / family, Academic or professional networking"
3/1/2026 18:00:00,Priya Lee,priya.lee@gmail.com,4/22/2007,18.0,Québec,Male,3.0,psycology,1.0,2.0,1.0,3.0,0.0,0.0,6.0,"Smartphone, Desktop computer",Neutral,Neutral,Neutral,Neutral,"Entertainment / passing time, Self-expression / creativity"
3/8/2026 17:00:00,Leo Taylor,leo.taylor@proton.me,9/26/2006,19.0,BC,Female,2.0,Chemistry,1.0,2.0,1.0,2.0,0.0,0.0,6.0,Smartphone,Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/4/2026 16:00:00,Nina Lee,nina.lee@mcgill.ca,2/1/2005,21.0,Alta,Male,4.0,Biology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Tablet",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/6/2026 20:00:00,Sofia Moore,sofia.moore@yahoo.com,6/13/2006,19.0,Québec,Female,,chem,1.0,2.0,2.0,3.0,0.0,0.0,7.0,"Smartphone, Laptop",Agree,Neutral,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/12/2026 11:00:00,Hana Clark,hana.clark@proton.me,5/8/2008,17.0,,Male,1.0,biology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Tablet",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/18/2026 15:00:00,Liam Harris,liam.harris@unb.ca,3/3/2006,20.0,Alberta,Female,2.0,Chemistry,1.0,2.0,1.0,3.0,0.0,0.0,5.0,"Desktop computer, Tablet, Gaming console",Strong agree,Neutral,Neutral,Neutral,"Staying informed about news/events, Self-expression / creativity"
3/18/2026 13:00:00,Hana Roy,hana.roy@hotmail.com,12/14/2008,17.0,BC,Male,1.0,stats,2.0,3.0,2.0,3.0,1.0,0.0,4.0,"Smartphone, Laptop",Neutral,Agree,Agree,Disagree,Staying in touch with friends / family
3/12/2026 16:00:00,Mateo Brown,mateo.brown@carleton.ca,6/16/1999,,BC,Male,3.0,Computer Science,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Tablet,Agree,Strongly disagree,Strongly disagree,Agree,
3/13/2026 19:00:00,Priya Lee,priya.lee@outlook.com,5/23/2009,16.0,B.C.,Male,1.0,Physics,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Gaming console",Neutral,,Neutral,Disagree,"Academic or professional networking, Staying informed about news/events"
3/16/2026 09:00:00,Diego Khan,diego.khan@hotmail.com,11/11/2002,23.0,ontario,Male,3.0,Chemistry,1.0,2.0,1.0,2.0,0.0,0.0,,Laptop,Neutral,Disagree,Disagree,Agree,"Staying in touch with friends / family, Academic or professional networking"
3/2/2026 15:00:00,Mia Hernandez,mia.hernandez@icloud.com,7/10/2005,20.0,british columbia,Female,2.0,psychology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Tablet, Smart TV",Agree,Disagree,,Agree,"Staying in touch with friends / family, Entertainment / passing time"
3/5/2026 19:00:00,Kai Roy,,1/12/2009,,Manitoba,Female,1.0,psycology,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer, Gaming console",Agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking"
3/1/2026 08:00:00,Mia White,mia.white@outlook.com,9/3/2002,23.0,BC,Male,1.0,engineering,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer, Tablet",,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/3/2026 13:00:00,Amir Dubois,,2/22/2008,18.0,B.C.,Male,3.0,CompSci,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Laptop,Agree,Disagree,Neutral,Disagree,"Academic or professional networking, Self-expression / creativity"
3/9/2026 13:00:00,Sofia Taylor,sofia.taylor@wilfridlaurier.ca,5/16/1999,26.0,,Male,4.0,Psychology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Laptop,Agree,Disagree,Disagree,Neutral,Academic or professional networking
3/2/2026 19:00:00,Mei Hernandez,mei.hernandez@hotmail.com,5/3/2000,25.0,british columbia,Male,2.0,Statistics,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop, Desktop computer",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/9/2026 18:00:00,Lucas Ali,lucas.ali@outlook.com,3/1/2005,21.0,AB,Female,2.0,Physics,1.0,2.0,1.0,3.0,0.0,0.0,5.0,"Smartphone, Tablet, Gaming console",Strong agree,Neutral,Neutral,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/12/2026 15:00:00,Nina Taylor,nina.taylor@uottawa.ca,,,B.C.,Male,2.0,Computer Science,1.0,2.0,1.0,2.0,0.0,0.0,7.0,Desktop computer,Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/6/2026 15:00:00,Chloe White,chloe.white@outlook.com,11/19/2005,20.0,Alta,Female,3.0,Economics,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Smart TV",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Self-expression / creativity"
3/1/2026 11:00:00,Sofia Taylor,sofia.taylor@hotmail.com,4/24/2008,,Alberta,Female,,biology,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Gaming console",Agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/7/2026 18:00:00,Isabella Ali,isabella.ali@proton.me,12/13/2003,22.0,ON,Female,3.0,Visual Art,1.0,2.0,2.0,2.0,0.0,0.0,5.0,"Laptop, Desktop computer, Tablet, Smart TV",Neutral,Neutral,Neutral,Neutral,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/8/2026 13:00:00,Zara Clark,zara.clark@hotmail.com,9/18/1998,27.0,BC,Female,3.0,Visual Art,0.0,1.0,0.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer, Tablet",Agree,Strongly disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/6/2026 09:00:00,Mei Jackson,mei.jackson@icloud.com,10/2/2005,,BC,Male,3.0,psycology,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Strongly disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/17/2026 20:00:00,Emma White,emma.white@uottawa.ca,8/17/2007,18.0,B.C.,Male,2.0,Physics,1.0,2.0,1.0,3.0,0.0,0.0,6.0,Smartphone,Agree,Neutral,Agree,Agree,"Staying in touch with friends / family, Academic or professional networking"
3/15/2026 10:00:00,Sofia Khan,sofia.khan@icloud.com,6/20/2001,24.0,british columbia,Male,2.0,Biolgy,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer",Neutral,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/19/2026 18:00:00,Oscar Hernandez,oscar.hernandez@stfx.ca,2/20/2007,19.0,ontario,Female,2.0,Biology,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Desktop computer",Agree,Disagree,Neutral,Disagree,"Academic or professional networking, Self-expression / creativity"
3/15/2026 19:00:00,Mateo Lee,mateo.lee@brocku.ca,4/22/2008,,ontario,Male,3.0,Chemistry,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Tablet",Agree,Disagree,,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/12/2026 12:00:00,Liam Singh,liam.singh@hotmail.com,11/11/2006,19.0,ON,Male,1.0,comp sci,1.0,3.0,2.0,2.0,1.0,0.0,5.0,"Smartphone, Laptop, Tablet, Gaming console",Neutral,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
1/1/2026 13:27:00,Mei Patel,mei.patel@icloud.com,4/19/2002,23.0,British Columbia,Male,3.0,Creative Writing,0.0,1.0,0.0,1.0,0.0,0.0,8.0,,Agree,Strongly disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events"
1/1/2026 13:28:00,Zara Gonzalez,zara.gonzalez@stfx.ca,10/14/2003,22.0,Ontario,Female,4.0,engineering,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Smartphone,Strong agree,Strongly disagree,Strongly disagree,Neutral,Staying informed about news/events
